Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),Temperature,RH
25/03/2025,04.00.00,4.3,1444,15.9,1021,363,1521,174,33.7,59.3
25/03/2025,05.00.00,2.7,1175,9.5,847,198,1729,-200,7.1,52.5
25/03/2025,06.00.00,2.4,1131,8.7,817,244,1620,97,6.7,-200.0
25/03/2025,07.00.00,2.0,1117,10.5,885,90,1672,49,13.5,70.4
25/03/2025,08.00.00,2.8,1243,10.4,914,227,1590,95,12.9,68.4
25/03/2025,09.00.00,2.9,1234,11.1,864,269,1565,115,12.4,21.0
25/03/2025,10.00.00,4.4,1513,16.2,1038,439,-200,172,32.2,31.2
25/03/2025,11.00.00,2.0,1108,7.5,777,167,1670,89,12.5,59.3
25/03/2025,12.00.00,3.0,1220,12.3,922,299,1547,128,13.2,42.5
25/03/2025,13.00.00,5.4,1575,21.1,1219,490,1396,204,27.8,78.9
25/03/2025,14.00.00,3.2,1304,12.3,926,369,1500,161,18.5,59.9
25/03/2025,15.00.00,-200.0,1571,22.5,1275,425,1431,184,28.3,77.4
25/03/2025,16.00.00,-200.0,1093,7.8,808,248,1636,-200,7.0,32.1
25/03/2025,17.00.00,3.6,-200,12.0,965,326,1546,136,19.6,71.8
25/03/2025,18.00.00,2.5,1180,9.8,809,122,1681,79,6.0,39.3
25/03/2025,19.00.00,2.2,1112,7.7,739,176,1677,93,6.9,79.4
25/03/2025,20.00.00,-200.0,1444,19.3,1161,320,1558,152,32.2,29.5
25/03/2025,21.00.00,2.8,1215,11.3,883,299,1523,135,9.2,51.0
25/03/2025,22.00.00,4.5,-200,20.4,1200,372,1496,179,21.0,67.6
25/03/2025,23.00.00,3.4,1376,12.1,918,205,1629,107,-200.0,46.0
26/03/2025,00.00.00,2.8,1225,10.8,867,267,1563,129,15.4,48.1
26/03/2025,01.00.00,4.6,1469,16.3,1043,-200,1398,-200,32.0,79.2
26/03/2025,02.00.00,3.3,1276,13.2,942,246,-200,102,5.7,45.5
26/03/2025,03.00.00,4.1,1438,13.2,992,302,-200,143,24.9,56.2
26/03/2025,04.00.00,4.6,1459,19.0,1158,378,1472,164,33.9,23.3
26/03/2025,05.00.00,3.1,1285,12.3,923,158,1709,-200,21.8,70.5
26/03/2025,06.00.00,3.9,-200,15.9,1026,347,1521,167,33.1,58.9
26/03/2025,07.00.00,2.3,1156,10.9,873,272,-200,142,6.6,44.2
26/03/2025,08.00.00,3.6,1291,14.8,1037,254,1548,134,17.6,21.0
26/03/2025,09.00.00,2.6,1177,7.8,784,299,1608,-200,12.8,55.5
26/03/2025,10.00.00,4.2,1384,15.6,1063,385,1575,171,26.9,20.8
26/03/2025,11.00.00,4.4,1436,17.3,1081,345,1496,170,34.4,20.1
26/03/2025,12.00.00,2.8,1253,10.7,850,259,1645,114,12.7,57.0
26/03/2025,13.00.00,4.2,1467,16.4,1097,416,1416,203,24.6,-200.0
26/03/2025,14.00.00,2.3,1155,12.5,956,193,1643,93,10.9,31.5
26/03/2025,15.00.00,4.5,1464,18.4,1138,383,1447,173,22.0,59.2
26/03/2025,16.00.00,3.0,1294,12.7,960,211,-200,99,18.9,-200.0
26/03/2025,17.00.00,5.1,1541,-200.0,1043,399,-200,180,-200.0,38.8
26/03/2025,18.00.00,-200.0,1403,18.5,1122,375,1498,161,23.3,29.0
26/03/2025,19.00.00,3.0,1272,17.7,1089,232,1667,109,15.5,54.8
26/03/2025,20.00.00,2.2,1151,11.7,916,155,1726,83,8.4,59.7
26/03/2025,21.00.00,1.7,1045,6.1,717,197,1636,98,9.5,63.3
26/03/2025,22.00.00,3.4,1306,18.0,1119,292,1610,112,11.8,35.3
26/03/2025,23.00.00,2.7,1213,10.7,860,189,1694,121,12.5,25.4
27/03/2025,00.00.00,4.8,1529,19.9,1245,473,1466,225,30.5,24.7
27/03/2025,01.00.00,4.0,1417,15.5,1039,427,1464,179,21.8,45.6
27/03/2025,02.00.00,3.3,1273,12.4,963,311,1564,138,20.7,76.8
27/03/2025,03.00.00,2.2,1153,4.5,654,120,1693,66,8.4,33.1
27/03/2025,04.00.00,5.2,1588,22.6,1280,440,1541,203,30.8,35.4
27/03/2025,05.00.00,3.6,-200,13.8,1013,318,1561,152,26.7,26.1
27/03/2025,06.00.00,3.3,1283,12.7,960,182,1651,82,7.0,56.3
27/03/2025,07.00.00,3.8,1360,15.6,1044,360,1532,187,26.2,60.8
27/03/2025,08.00.00,3.0,1213,11.3,919,254,1608,118,21.3,58.6
27/03/2025,09.00.00,2.3,1128,9.8,892,241,1690,134,7.5,71.7
27/03/2025,10.00.00,-200.0,1474,20.3,1197,343,1525,151,18.7,49.2
27/03/2025,11.00.00,2.5,1134,10.8,888,224,-200,120,19.5,28.1
27/03/2025,12.00.00,2.4,1145,9.4,821,221,1619,112,10.0,37.4
27/03/2025,13.00.00,5.1,1633,20.1,1183,415,1400,178,33.4,59.7
27/03/2025,14.00.00,4.6,1451,18.7,1134,390,1488,182,30.5,56.8
27/03/2025,15.00.00,4.2,1418,15.1,1061,329,1571,153,25.1,51.9
27/03/2025,16.00.00,3.0,1229,12.5,902,183,1659,102,18.9,61.0
27/03/2025,17.00.00,2.9,1237,13.1,969,133,1648,65,17.4,-200.0
27/03/2025,18.00.00,3.9,1357,15.7,1033,-200,1640,131,24.5,72.9
27/03/2025,19.00.00,3.1,1253,11.4,936,285,1524,142,21.4,55.2
27/03/2025,20.00.00,2.2,1103,8.1,777,121,-200,50,6.9,66.7
27/03/2025,21.00.00,3.3,1333,14.7,1006,320,1499,-200,20.4,34.9
27/03/2025,22.00.00,4.2,1430,14.5,1040,404,1435,182,29.2,60.7
27/03/2025,23.00.00,3.5,1301,12.5,956,307,1556,144,18.8,74.1
28/03/2025,00.00.00,1.2,1012,1.8,573,91,1751,56,6.6,43.1
28/03/2025,01.00.00,4.2,1408,17.0,1113,391,1464,184,28.6,66.7
28/03/2025,02.00.00,3.8,1317,16.8,1065,359,1535,163,11.0,63.5
28/03/2025,03.00.00,2.2,1135,11.6,921,167,1697,97,12.8,23.6
28/03/2025,04.00.00,3.1,1328,15.6,1044,255,1583,125,9.9,54.9
28/03/2025,05.00.00,3.0,1198,-200.0,881,201,1579,89,14.9,27.8
28/03/2025,06.00.00,4.0,1355,16.4,1083,332,1595,154,27.7,78.0
28/03/2025,07.00.00,2.9,1257,-200.0,855,128,1670,71,20.6,68.7
28/03/2025,08.00.00,2.7,1183,14.0,1003,200,1551,93,11.1,26.6
28/03/2025,09.00.00,5.4,1622,24.0,1338,386,1476,159,31.3,27.3
28/03/2025,10.00.00,4.4,1441,18.1,1109,351,1542,149,31.4,55.7
28/03/2025,11.00.00,4.6,1490,17.0,1094,326,1569,142,31.1,-200.0
28/03/2025,12.00.00,3.2,1336,6.0,710,162,1625,95,12.2,22.1
28/03/2025,13.00.00,3.5,1293,11.2,905,249,1527,116,18.5,52.5
28/03/2025,14.00.00,4.2,1456,13.0,906,310,1564,156,34.5,43.3
28/03/2025,15.00.00,4.4,1475,14.6,1018,402,1499,171,28.2,26.1
28/03/2025,16.00.00,2.8,1181,15.1,1019,195,1689,91,5.8,68.1
28/03/2025,17.00.00,2.2,1143,6.1,730,132,1735,67,7.0,74.9
28/03/2025,18.00.00,2.0,1105,6.0,709,102,1724,58,18.9,65.4
28/03/2025,19.00.00,4.9,1541,17.8,1118,451,1403,203,32.3,69.3
28/03/2025,20.00.00,3.5,1338,19.3,1171,270,1565,134,21.2,33.0
28/03/2025,21.00.00,2.6,1176,10.2,863,220,1614,121,19.9,35.8
28/03/2025,22.00.00,1.5,1024,7.9,795,41,1731,14,8.2,32.5
28/03/2025,23.00.00,4.5,1476,18.2,1119,269,1628,148,24.7,65.9
29/03/2025,00.00.00,4.1,1437,12.4,928,283,1615,-200,29.7,76.9
29/03/2025,01.00.00,2.7,1157,13.8,1013,296,1507,139,16.4,63.0
29/03/2025,02.00.00,4.3,1485,18.0,1124,290,1555,146,-200.0,72.9
29/03/2025,03.00.00,4.6,1451,18.0,1139,334,1615,160,-200.0,58.3
29/03/2025,04.00.00,2.7,1222,14.2,971,214,1676,117,11.1,43.3
29/03/2025,05.00.00,3.5,1323,13.2,927,246,1611,129,20.7,45.5
29/03/2025,06.00.00,2.3,1101,8.8,786,205,1680,106,13.6,24.5
29/03/2025,07.00.00,4.1,1434,15.8,1039,288,1635,143,28.8,21.9
29/03/2025,08.00.00,4.0,1365,18.0,1150,261,-200,112,22.3,61.7
29/03/2025,09.00.00,3.9,1421,17.3,1129,450,1386,193,24.0,46.3
29/03/2025,10.00.00,-200.0,1432,18.0,1090,301,1593,131,28.9,53.1
29/03/2025,11.00.00,4.2,1379,14.5,997,372,1539,145,16.9,53.5
29/03/2025,12.00.00,5.1,1613,19.7,1204,362,1470,155,32.5,36.6
29/03/2025,13.00.00,4.0,1409,14.0,988,245,1614,108,21.0,48.6
29/03/2025,14.00.00,2.4,1185,-200.0,946,187,1619,85,9.7,48.2
29/03/2025,15.00.00,4.2,1404,13.6,991,269,1519,134,25.9,43.3
29/03/2025,16.00.00,4.2,1368,19.8,1189,313,1558,138,28.8,69.2
29/03/2025,17.00.00,3.3,1351,15.9,1054,227,1676,119,14.5,47.1
29/03/2025,18.00.00,4.5,1477,16.2,1067,424,1474,174,30.7,56.2
29/03/2025,19.00.00,4.8,1539,18.5,1130,309,-200,137,32.2,73.7
29/03/2025,20.00.00,2.9,1256,10.2,876,267,1533,123,13.3,72.0
29/03/2025,21.00.00,4.9,1531,20.6,1237,410,1497,196,34.5,73.4
29/03/2025,22.00.00,3.9,1390,18.4,1153,300,1538,141,9.2,36.2
29/03/2025,23.00.00,2.3,1189,11.5,906,144,1654,80,11.1,-200.0
30/03/2025,00.00.00,2.2,1131,8.0,-200,186,-200,83,10.5,35.7
30/03/2025,01.00.00,5.0,1583,22.6,1302,414,1421,194,31.8,36.7
30/03/2025,02.00.00,3.7,1290,17.0,1098,313,1541,145,24.6,74.6
30/03/2025,03.00.00,2.3,1180,8.9,850,171,1617,71,9.6,59.0
30/03/2025,04.00.00,2.8,1171,11.1,862,165,1656,93,18.2,24.9
30/03/2025,05.00.00,4.1,1444,19.5,1166,371,1415,171,23.5,28.1
30/03/2025,06.00.00,2.5,-200,12.1,893,200,1662,97,7.5,29.3
30/03/2025,07.00.00,4.5,1471,20.4,1210,329,1553,148,31.5,57.8
30/03/2025,08.00.00,4.8,1512,24.2,1314,331,1622,142,29.1,64.1
30/03/2025,09.00.00,2.6,1180,11.4,924,253,1607,133,20.2,71.6
30/03/2025,10.00.00,4.5,1458,18.8,1181,433,1417,200,34.0,76.4
30/03/2025,11.00.00,3.2,1269,15.4,1035,282,1614,122,17.5,32.1
30/03/2025,12.00.00,4.4,1521,21.4,1230,381,1534,173,34.5,38.6
30/03/2025,13.00.00,3.1,1308,11.3,865,-200,1605,136,25.0,34.4
30/03/2025,14.00.00,3.8,1336,14.6,997,282,1496,120,24.0,41.5
30/03/2025,15.00.00,2.8,1235,9.3,839,334,1505,169,10.0,74.9
30/03/2025,16.00.00,5.3,1596,21.8,1248,370,1468,164,31.5,54.5
30/03/2025,17.00.00,3.0,1247,13.8,1022,229,1678,103,17.8,64.3
30/03/2025,18.00.00,2.9,1198,9.5,863,190,1680,84,9.9,49.4
30/03/2025,19.00.00,2.4,1167,11.7,909,192,1692,94,5.4,21.7
30/03/2025,20.00.00,4.3,1469,16.2,-200,-200,1413,171,21.8,23.9
30/03/2025,21.00.00,3.4,1286,12.6,928,261,1597,123,20.8,52.3
30/03/2025,22.00.00,3.3,1347,15.3,1067,282,1509,145,26.6,63.1
30/03/2025,23.00.00,4.7,1552,17.6,1102,231,1571,-200,31.7,32.9
31/03/2025,00.00.00,1.7,1076,4.1,663,160,1677,89,7.4,63.3
31/03/2025,01.00.00,3.8,1338,16.8,1089,357,1524,187,26.9,68.6
31/03/2025,02.00.00,2.4,1174,-200.0,843,199,1656,102,10.6,44.7
31/03/2025,03.00.00,4.4,1469,20.0,1184,299,1535,131,30.7,64.8
31/03/2025,04.00.00,4.5,1495,19.8,1186,302,1575,149,29.6,44.2
31/03/2025,05.00.00,4.0,1444,12.4,933,290,1568,137,21.2,60.7
31/03/2025,06.00.00,3.9,1387,18.4,1132,255,1659,123,26.3,65.8
31/03/2025,07.00.00,3.1,1333,16.4,1098,330,1519,155,14.4,79.5
31/03/2025,08.00.00,3.4,1325,15.8,1036,297,1489,135,19.1,40.7
31/03/2025,09.00.00,4.9,1531,21.9,1254,467,1451,-200,29.6,44.7
31/03/2025,10.00.00,3.3,1365,12.6,970,248,1615,103,18.8,29.9
31/03/2025,11.00.00,3.0,1280,11.2,915,204,1601,110,15.7,32.2
31/03/2025,12.00.00,3.3,1281,13.6,1008,228,1604,113,19.8,61.6
31/03/2025,13.00.00,4.4,1463,19.5,1143,329,1544,156,29.8,-200.0
31/03/2025,14.00.00,2.6,1211,12.2,933,184,1637,90,-200.0,43.7
31/03/2025,15.00.00,2.1,1107,7.4,762,227,1574,126,10.2,30.8
31/03/2025,16.00.00,4.5,1483,17.0,-200,408,1466,192,26.4,37.1
31/03/2025,17.00.00,3.9,1366,12.8,953,328,1573,144,29.8,47.3
31/03/2025,18.00.00,2.1,1071,9.9,839,88,1715,67,8.0,37.4
31/03/2025,19.00.00,3.2,1287,12.1,928,273,-200,132,-200.0,34.0
31/03/2025,20.00.00,2.2,1142,8.4,862,164,1661,80,9.3,64.2
31/03/2025,21.00.00,3.5,1335,17.3,1111,347,1473,142,15.4,20.5
31/03/2025,22.00.00,3.1,1241,13.4,977,289,1564,143,18.5,52.4
31/03/2025,23.00.00,3.7,1318,15.5,1060,305,1538,135,27.5,67.6
01/04/2025,00.00.00,3.2,1244,14.3,1004,148,1712,84,24.5,36.0
01/04/2025,01.00.00,4.5,1510,20.9,1210,355,1566,177,23.6,56.2
01/04/2025,02.00.00,2.5,1153,6.7,702,166,1702,78,15.6,60.1
01/04/2025,03.00.00,-200.0,1521,18.5,1146,412,1441,198,30.2,59.3
01/04/2025,04.00.00,2.9,1228,-200.0,886,176,1613,79,19.1,46.8
01/04/2025,05.00.00,5.6,1621,-200.0,1176,461,1371,219,34.4,40.8
01/04/2025,06.00.00,5.0,1530,19.5,1215,-200,1575,154,24.0,70.2
01/04/2025,07.00.00,1.5,1004,3.0,609,54,1729,50,8.8,65.5
01/04/2025,08.00.00,3.5,1365,15.8,1081,235,1568,118,25.3,39.3
01/04/2025,09.00.00,3.4,1325,12.4,890,242,1685,126,14.8,26.2
01/04/2025,10.00.00,4.3,1485,17.7,1147,365,1528,163,25.6,24.3
01/04/2025,11.00.00,2.6,1233,10.5,858,125,1713,57,7.1,25.7
01/04/2025,12.00.00,2.2,1065,10.1,877,147,1694,71,10.2,55.0
01/04/2025,13.00.00,5.6,1644,17.3,1111,414,1533,209,30.7,-200.0
01/04/2025,14.00.00,2.7,1193,11.9,924,-200,1590,110,11.8,-200.0
01/04/2025,15.00.00,3.9,1419,15.1,1036,303,1583,151,30.1,65.2
01/04/2025,16.00.00,2.7,1184,11.7,900,169,1701,86,13.4,37.7
01/04/2025,17.00.00,3.3,1267,10.9,870,212,1705,101,24.3,65.8
01/04/2025,18.00.00,4.9,1489,20.3,1205,363,1510,182,25.8,64.7
01/04/2025,19.00.00,3.2,1272,15.4,1011,174,1710,91,20.4,34.7
01/04/2025,20.00.00,3.2,1302,13.0,946,334,1459,163,14.2,63.7
01/04/2025,21.00.00,2.4,1168,8.2,772,192,1731,121,-200.0,64.9
01/04/2025,22.00.00,1.8,1033,5.8,674,98,1739,57,6.0,43.8
01/04/2025,23.00.00,2.0,1158,9.0,-200,104,1747,66,14.1,32.6
02/04/2025,00.00.00,4.3,1458,18.2,1136,280,1524,139,24.6,51.3
02/04/2025,01.00.00,5.5,1643,22.6,1295,-200,1381,199,33.1,75.3
02/04/2025,02.00.00,4.2,1462,16.5,1093,250,1574,125,31.1,58.4
02/04/2025,03.00.00,3.5,1280,14.5,1003,273,1582,141,28.0,30.4
02/04/2025,04.00.00,4.8,1488,18.9,1144,410,1462,192,28.7,61.0
02/04/2025,05.00.00,3.2,-200,11.9,923,224,1604,111,24.9,45.6
02/04/2025,06.00.00,3.4,1284,15.1,969,221,1616,79,12.8,55.5
02/04/2025,07.00.00,4.3,1432,17.7,1117,383,1400,159,32.2,64.0
02/04/2025,08.00.00,3.5,1317,16.4,1090,220,1641,126,25.1,50.9
02/04/2025,09.00.00,3.8,1333,17.5,1132,291,1561,127,21.8,68.8
02/04/2025,10.00.00,1.8,1061,7.8,763,151,1717,92,8.3,63.3
02/04/2025,11.00.00,3.0,1276,13.1,915,209,1614,91,18.4,-200.0
02/04/2025,12.00.00,3.6,1356,12.3,878,225,1605,100,18.8,29.0
02/04/2025,13.00.00,3.4,1340,13.4,980,242,1612,124,30.9,-200.0
02/04/2025,14.00.00,4.5,1499,18.5,1141,374,1528,185,21.4,76.2
02/04/2025,15.00.00,3.2,1287,9.5,872,217,1673,113,16.4,28.2
02/04/2025,16.00.00,4.3,1452,18.0,1102,365,1506,170,-200.0,49.3
02/04/2025,17.00.00,1.8,1081,5.4,695,133,1711,60,8.3,35.5
02/04/2025,18.00.00,3.8,1346,13.4,1001,271,1585,107,17.7,65.3
02/04/2025,19.00.00,2.4,1133,8.6,807,158,1662,79,6.3,63.3
02/04/2025,20.00.00,4.9,1516,19.6,1154,405,1399,183,27.2,28.5
02/04/2025,21.00.00,4.4,1452,15.0,1080,409,1481,183,32.5,72.6
02/04/2025,22.00.00,3.0,1229,13.7,1010,245,1567,140,13.4,30.9
02/04/2025,23.00.00,4.8,1531,19.5,1178,335,1567,139,30.8,67.8
03/04/2025,00.00.00,3.2,1290,16.7,1103,313,1515,142,13.8,47.4
03/04/2025,01.00.00,5.3,1604,21.8,1279,379,1474,188,32.3,39.7
03/04/2025,02.00.00,3.9,1396,16.8,1099,399,1448,186,27.6,29.5
03/04/2025,03.00.00,4.4,1490,15.7,1023,341,1549,145,29.1,30.1
03/04/2025,04.00.00,1.7,1062,4.6,669,96,1711,36,5.5,59.7
03/04/2025,05.00.00,4.9,1560,20.7,1253,417,1489,183,33.9,53.0
03/04/2025,06.00.00,4.5,1495,15.9,1068,347,-200,149,26.8,27.3
03/04/2025,07.00.00,2.1,1147,9.6,845,189,1728,91,14.1,26.8
03/04/2025,08.00.00,5.0,1605,23.6,1315,408,1433,206,29.9,-200.0
03/04/2025,09.00.00,2.3,1159,-200.0,867,113,1740,55,13.4,64.6
03/04/2025,10.00.00,4.5,1473,19.0,1134,-200,1537,155,31.2,62.7
03/04/2025,11.00.00,3.0,1247,12.4,948,262,1619,134,8.4,23.5
03/04/2025,12.00.00,4.3,1427,16.3,1067,348,1489,162,26.1,53.6
03/04/2025,13.00.00,3.8,1354,14.9,996,366,1494,181,21.2,25.1
03/04/2025,14.00.00,1.7,1082,5.7,718,152,1695,89,7.9,74.2
03/04/2025,15.00.00,2.2,1102,6.2,705,164,1669,79,12.3,74.4
03/04/2025,16.00.00,2.5,1225,10.1,836,211,1595,110,5.4,61.9
03/04/2025,17.00.00,3.1,1262,14.7,1003,224,1643,111,19.1,75.6
03/04/2025,18.00.00,2.7,1284,8.0,778,231,1707,95,14.0,68.7
03/04/2025,19.00.00,4.3,1421,19.9,1206,360,1495,186,23.0,69.7
03/04/2025,20.00.00,2.4,1163,11.9,-200,127,1718,60,13.9,54.2
03/04/2025,21.00.00,3.0,1245,12.9,973,281,1584,-200,14.0,38.4
03/04/2025,22.00.00,4.3,1414,17.8,1133,452,1424,196,27.3,33.1
03/04/2025,23.00.00,2.1,1153,8.2,777,199,1673,101,6.4,-200.0
04/04/2025,00.00.00,4.4,1434,17.9,1123,254,1628,124,32.1,57.7
04/04/2025,01.00.00,4.3,1420,16.1,1056,320,1522,154,30.6,30.4
04/04/2025,02.00.00,3.5,1337,13.9,989,213,1687,101,25.0,35.5
04/04/2025,03.00.00,4.0,1425,16.4,1103,307,1555,154,22.8,48.1
04/04/2025,04.00.00,4.3,1410,21.1,1231,382,1538,166,31.8,34.0
04/04/2025,05.00.00,3.0,1274,13.3,969,207,1648,98,10.6,55.3
04/04/2025,06.00.00,2.1,1123,8.1,769,264,1590,108,7.4,75.4
04/04/2025,07.00.00,2.2,1101,8.6,810,31,1775,35,12.2,64.9
04/04/2025,08.00.00,4.3,1416,15.6,1053,329,1564,167,28.8,60.0
04/04/2025,09.00.00,1.9,1024,6.5,754,171,1619,86,6.0,55.0
04/04/2025,10.00.00,4.3,1489,18.8,1143,279,1591,149,22.5,49.3
04/04/2025,11.00.00,4.8,1551,18.2,1151,330,1589,141,34.9,31.2
04/04/2025,12.00.00,4.4,1426,16.5,1102,392,1507,163,30.7,73.7
04/04/2025,13.00.00,4.3,-200,15.9,1048,438,1380,209,20.6,34.9
04/04/2025,14.00.00,2.4,1150,8.3,789,298,1506,137,6.9,25.5
04/04/2025,15.00.00,-200.0,1626,23.6,1328,409,1474,174,29.9,65.0
04/04/2025,16.00.00,4.4,1449,18.0,1125,422,1431,191,23.0,30.5
04/04/2025,17.00.00,1.9,1074,7.0,750,149,1717,83,8.4,42.3
04/04/2025,18.00.00,2.8,1208,11.2,-200,268,1567,137,7.8,21.7
04/04/2025,19.00.00,5.5,1604,22.4,1282,429,1479,188,32.3,28.2
04/04/2025,20.00.00,4.8,1558,17.6,1114,325,1617,137,25.1,30.4
04/04/2025,21.00.00,5.0,1574,17.1,1106,479,1418,209,29.9,23.3
04/04/2025,22.00.00,5.1,1571,-200.0,1303,503,1357,221,31.4,59.4
04/04/2025,23.00.00,-200.0,1365,16.2,1061,264,1605,-200,22.2,70.2
05/04/2025,00.00.00,3.1,1221,13.3,947,298,1573,124,20.5,42.4
05/04/2025,01.00.00,3.1,1230,14.3,1000,242,1616,113,-200.0,72.5
05/04/2025,02.00.00,2.1,1132,12.3,940,279,1632,134,14.5,32.8
05/04/2025,03.00.00,4.0,1418,14.8,1014,243,1558,133,18.0,39.5
05/04/2025,04.00.00,4.2,1435,14.5,991,325,1580,144,28.2,29.0
05/04/2025,05.00.00,-200.0,1411,19.1,1168,284,1549,125,23.1,57.2
05/04/2025,06.00.00,4.1,1377,13.3,974,246,1659,125,31.8,45.2
05/04/2025,07.00.00,3.9,1393,15.6,1047,304,1472,119,18.3,56.8
05/04/2025,08.00.00,3.6,1409,13.7,1024,263,1679,120,23.2,65.7
05/04/2025,09.00.00,3.3,1324,14.4,989,210,1622,110,23.9,52.7
05/04/2025,10.00.00,4.6,1536,17.4,1106,409,1424,187,22.8,57.7
05/04/2025,11.00.00,4.7,1509,21.0,1252,438,1486,197,26.1,76.1
05/04/2025,12.00.00,2.8,1233,9.8,828,251,1620,104,12.1,37.9
05/04/2025,13.00.00,3.6,1302,15.6,1086,190,1666,83,20.4,41.5
05/04/2025,14.00.00,2.5,1208,8.8,808,220,1662,121,8.1,63.1
05/04/2025,15.00.00,3.3,1285,14.1,1005,277,1580,130,16.5,56.7
05/04/2025,16.00.00,3.1,1281,-200.0,859,203,1626,99,19.6,30.7
05/04/2025,17.00.00,3.8,1364,15.0,1044,317,1500,139,24.6,42.6
05/04/2025,18.00.00,5.8,1683,26.0,1388,441,1442,197,33.5,48.1
05/04/2025,19.00.00,5.1,1568,20.8,1259,370,1484,163,23.0,45.2
05/04/2025,20.00.00,5.0,1559,22.4,1289,342,1526,165,27.3,30.7
05/04/2025,21.00.00,3.8,1394,15.0,1037,342,1531,-200,20.2,75.5
05/04/2025,22.00.00,3.7,1322,13.9,973,363,1579,174,24.0,65.7
05/04/2025,23.00.00,1.8,1027,7.6,773,138,1660,92,7.1,48.9
06/04/2025,00.00.00,2.4,1172,10.8,860,241,1602,123,12.6,60.8
06/04/2025,01.00.00,2.8,1265,7.4,783,301,1542,128,15.9,73.8
06/04/2025,02.00.00,4.5,1525,19.0,1140,366,1451,175,19.2,28.2
06/04/2025,03.00.00,-200.0,1219,10.3,863,239,1725,111,6.4,35.0
06/04/2025,04.00.00,2.8,1207,8.8,800,247,1565,114,9.2,52.6
06/04/2025,05.00.00,2.4,1108,10.5,835,146,1698,80,13.3,67.9
06/04/2025,06.00.00,5.4,1588,24.1,1326,456,1503,200,34.1,22.2
06/04/2025,07.00.00,2.9,1265,11.9,927,-200,1560,110,14.9,79.0
06/04/2025,08.00.00,2.4,1155,6.8,719,124,1736,77,19.5,47.3
06/04/2025,09.00.00,2.7,1199,9.6,822,154,1615,83,10.9,41.6
06/04/2025,10.00.00,3.4,1328,12.8,-200,224,1589,90,23.3,37.6
06/04/2025,11.00.00,2.4,1142,10.1,873,221,1646,119,13.4,30.5
06/04/2025,12.00.00,2.5,1222,9.8,858,183,1643,105,11.2,67.5
06/04/2025,13.00.00,3.3,1295,14.2,996,-200,1648,131,20.5,77.3
06/04/2025,14.00.00,2.0,1088,10.0,854,228,1623,118,5.2,44.8
06/04/2025,15.00.00,2.0,1115,8.6,804,181,1676,-200,5.2,77.1
06/04/2025,16.00.00,-200.0,1086,8.7,783,105,1688,50,11.6,69.4
06/04/2025,17.00.00,2.9,1278,10.9,889,180,1614,94,6.1,48.9
06/04/2025,18.00.00,1.8,1069,13.9,966,162,1624,100,8.2,60.4
06/04/2025,19.00.00,2.5,1214,11.3,907,155,1639,85,15.2,46.1
06/04/2025,20.00.00,4.2,1440,18.3,1145,402,1450,197,29.1,-200.0
06/04/2025,21.00.00,3.7,1331,18.2,1092,305,1602,159,22.2,23.5
06/04/2025,22.00.00,4.3,1417,17.2,1123,-200,1538,159,20.4,61.8
06/04/2025,23.00.00,3.0,1219,10.8,866,193,1594,93,13.8,23.2
07/04/2025,00.00.00,5.1,1540,22.9,1290,437,1434,191,33.0,69.0
07/04/2025,01.00.00,3.3,1333,16.0,1081,323,1541,148,16.9,69.5
07/04/2025,02.00.00,2.4,1178,9.8,840,183,1771,84,7.6,34.2
07/04/2025,03.00.00,4.0,1364,-200.0,1196,367,1507,172,23.5,39.4
07/04/2025,04.00.00,1.4,954,5.3,674,90,1746,65,8.4,48.9
07/04/2025,05.00.00,2.9,-200,13.5,989,230,1577,93,15.4,55.8
07/04/2025,06.00.00,-200.0,1392,19.4,1185,433,1483,211,20.2,37.2
07/04/2025,07.00.00,6.6,1780,26.6,1438,509,1448,218,31.2,55.5
07/04/2025,08.00.00,2.9,1267,12.4,931,257,1588,120,19.8,37.9
07/04/2025,09.00.00,4.3,1431,19.3,1209,326,1564,153,26.1,23.3
07/04/2025,10.00.00,4.7,1554,18.0,1169,389,1511,167,34.8,20.2
07/04/2025,11.00.00,3.4,-200,12.0,877,308,1556,137,8.9,26.1
07/04/2025,12.00.00,2.1,1112,11.3,912,127,1750,62,13.2,67.5
07/04/2025,13.00.00,3.5,1348,14.6,989,244,1573,118,16.8,77.7
07/04/2025,14.00.00,2.6,1210,9.2,833,233,1578,108,17.7,45.6
07/04/2025,15.00.00,3.1,1251,12.5,901,254,1597,125,17.3,50.8
07/04/2025,16.00.00,4.7,1536,19.8,1202,435,1437,181,32.2,28.8
07/04/2025,17.00.00,4.7,1526,15.6,1028,388,1373,180,26.4,53.1
07/04/2025,18.00.00,3.3,1272,14.6,1001,356,1486,-200,23.2,28.7
07/04/2025,19.00.00,-200.0,1298,13.9,976,296,1478,148,14.3,56.7
07/04/2025,20.00.00,4.5,1493,21.2,1228,452,1425,209,29.7,76.0
07/04/2025,21.00.00,5.0,1532,19.6,1171,485,1441,192,33.7,31.7
07/04/2025,22.00.00,4.9,1592,22.5,1280,363,1512,-200,29.6,65.9
07/04/2025,23.00.00,1.4,979,5.4,685,183,1659,67,5.0,21.4
08/04/2025,00.00.00,4.3,1451,17.5,1120,392,1480,165,24.1,42.5
